;Zeit;L Aeq, T=1s;L AFmax, T=1s;
;18.01.2016   12:20:07;38,2 dB(A);38,7 dB(A);
;18.01.2016   12:20:08;38,4 dB(A);39,8 dB(A);
;18.01.2016   12:20:09;37,5 dB(A);38,7 dB(A);
;18.01.2016   12:20:10;38,1 dB(A);38,8 dB(A);
;18.01.2016   12:20:11;38,0 dB(A);38,5 dB(A);
;18.01.2016   12:20:12;38,2 dB(A);38,9 dB(A);
;18.01.2016   12:20:13;37,6 dB(A);37,9 dB(A);
;18.01.2016   12:20:14;37,9 dB(A);39,0 dB(A);
;18.01.2016   12:20:15;38,2 dB(A);39,1 dB(A);
;18.01.2016   12:20:16;38,6 dB(A);39,4 dB(A);
;18.01.2016   12:20:17;38,1 dB(A);38,4 dB(A);
;18.01.2016   12:20:18;38,1 dB(A);38,8 dB(A);
;18.01.2016   12:20:19;38,8 dB(A);39,1 dB(A);
;18.01.2016   12:20:20;38,7 dB(A);39,4 dB(A);
;18.01.2016   12:20:21;38,8 dB(A);40,2 dB(A);
;18.01.2016   12:20:22;39,2 dB(A);40,2 dB(A);
;18.01.2016   12:20:23;39,5 dB(A);40,2 dB(A);
;18.01.2016   12:20:24;39,1 dB(A);39,9 dB(A);
;18.01.2016   12:20:25;40,4 dB(A);41,3 dB(A);
;18.01.2016   12:20:26;39,9 dB(A);40,9 dB(A);
;18.01.2016   12:20:27;39,9 dB(A);41,4 dB(A);
;18.01.2016   12:20:28;39,8 dB(A);40,1 dB(A);
;18.01.2016   12:20:29;39,9 dB(A);41,0 dB(A);
;18.01.2016   12:20:30;39,9 dB(A);41,0 dB(A);
;18.01.2016   12:20:31;39,9 dB(A);40,7 dB(A);
;18.01.2016   12:20:32;39,2 dB(A);39,5 dB(A);
;18.01.2016   12:20:33;39,3 dB(A);40,0 dB(A);
;18.01.2016   12:20:34;40,4 dB(A);40,9 dB(A);
;18.01.2016   12:20:35;40,2 dB(A);41,6 dB(A);
;18.01.2016   12:20:36;39,8 dB(A);40,3 dB(A);
;18.01.2016   12:20:37;40,0 dB(A);40,8 dB(A);
;18.01.2016   12:20:38;39,7 dB(A);40,3 dB(A);
;18.01.2016   12:20:39;39,0 dB(A);39,7 dB(A);
;18.01.2016   12:20:40;38,4 dB(A);38,8 dB(A);
;18.01.2016   12:20:41;38,4 dB(A);39,1 dB(A);
;18.01.2016   12:20:42;38,7 dB(A);39,5 dB(A);
;18.01.2016   12:20:43;38,8 dB(A);39,6 dB(A);
;18.01.2016   12:20:44;38,8 dB(A);39,2 dB(A);
;18.01.2016   12:20:45;38,4 dB(A);39,2 dB(A);
;18.01.2016   12:20:46;38,7 dB(A);39,3 dB(A);
;18.01.2016   12:20:47;38,6 dB(A);39,2 dB(A);
;18.01.2016   12:20:48;38,6 dB(A);39,0 dB(A);
;18.01.2016   12:20:49;38,7 dB(A);39,2 dB(A);
;18.01.2016   12:20:50;39,1 dB(A);39,5 dB(A);
;18.01.2016   12:20:51;38,9 dB(A);39,4 dB(A);
;18.01.2016   12:20:52;38,4 dB(A);38,9 dB(A);
;18.01.2016   12:20:53;38,9 dB(A);39,4 dB(A);
;18.01.2016   12:20:54;38,8 dB(A);40,1 dB(A);
;18.01.2016   12:20:55;37,9 dB(A);38,3 dB(A);
;18.01.2016   12:20:56;37,9 dB(A);38,7 dB(A);
;18.01.2016   12:20:57;37,8 dB(A);38,5 dB(A);
;18.01.2016   12:20:58;38,4 dB(A);39,0 dB(A);
;18.01.2016   12:20:59;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:21:01;37,4 dB(A);38,1 dB(A);
;18.01.2016   12:21:02;37,1 dB(A);37,5 dB(A);
;18.01.2016   12:21:03;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:21:04;38,5 dB(A);39,5 dB(A);
;18.01.2016   12:21:05;40,5 dB(A);41,2 dB(A);
;18.01.2016   12:21:06;42,5 dB(A);43,3 dB(A);
;18.01.2016   12:21:07;44,3 dB(A);45,3 dB(A);
;18.01.2016   12:21:08;47,6 dB(A);49,1 dB(A);
;18.01.2016   12:21:09;50,8 dB(A);52,5 dB(A);
;18.01.2016   12:21:10;56,2 dB(A);58,4 dB(A);
;18.01.2016   12:21:11;64,2 dB(A);67,8 dB(A);
;18.01.2016   12:21:12;80,6 dB(A);85,2 dB(A);
;18.01.2016   12:21:13;85,6 dB(A);87,2 dB(A);
;18.01.2016   12:21:14;87,9 dB(A);89,5 dB(A);
;18.01.2016   12:21:15;88,8 dB(A);90,1 dB(A);
;18.01.2016   12:21:16;79,5 dB(A);85,3 dB(A);
;18.01.2016   12:21:17;66,3 dB(A);69,4 dB(A);
;18.01.2016   12:21:18;59,8 dB(A);61,9 dB(A);
;18.01.2016   12:21:19;54,4 dB(A);55,8 dB(A);
;18.01.2016   12:21:20;51,3 dB(A);52,7 dB(A);
;18.01.2016   12:21:21;48,5 dB(A);49,8 dB(A);
;18.01.2016   12:21:22;45,6 dB(A);46,9 dB(A);
;18.01.2016   12:21:23;43,9 dB(A);44,8 dB(A);
;18.01.2016   12:21:24;42,6 dB(A);43,3 dB(A);
;18.01.2016   12:21:25;41,4 dB(A);42,2 dB(A);
;18.01.2016   12:21:26;40,6 dB(A);41,0 dB(A);
;18.01.2016   12:21:27;39,5 dB(A);39,8 dB(A);
;18.01.2016   12:21:28;39,4 dB(A);39,8 dB(A);
;18.01.2016   12:21:29;38,6 dB(A);39,2 dB(A);
;18.01.2016   12:21:30;38,2 dB(A);38,8 dB(A);
;18.01.2016   12:21:31;38,0 dB(A);38,8 dB(A);
;18.01.2016   12:21:32;37,6 dB(A);38,3 dB(A);
;18.01.2016   12:21:33;37,4 dB(A);37,9 dB(A);
;18.01.2016   12:21:34;37,4 dB(A);37,8 dB(A);
;18.01.2016   12:21:35;36,9 dB(A);37,2 dB(A);
;18.01.2016   12:21:36;37,3 dB(A);37,6 dB(A);
;18.01.2016   12:21:37;37,7 dB(A);38,3 dB(A);
;18.01.2016   12:21:38;37,3 dB(A);38,2 dB(A);
;18.01.2016   12:21:39;36,7 dB(A);37,6 dB(A);
;18.01.2016   12:21:40;36,8 dB(A);37,1 dB(A);
;18.01.2016   12:21:41;36,5 dB(A);37,6 dB(A);
;18.01.2016   12:21:42;37,1 dB(A);37,6 dB(A);
;18.01.2016   12:21:43;37,0 dB(A);37,5 dB(A);
;18.01.2016   12:21:44;37,0 dB(A);37,6 dB(A);
;18.01.2016   12:21:45;37,0 dB(A);37,6 dB(A);
;18.01.2016   12:21:46;36,4 dB(A);37,0 dB(A);
;18.01.2016   12:21:47;36,9 dB(A);37,6 dB(A);
;18.01.2016   12:21:48;37,4 dB(A);38,5 dB(A);
;18.01.2016   12:21:49;38,3 dB(A);39,0 dB(A);
;18.01.2016   12:21:50;38,4 dB(A);39,4 dB(A);
;18.01.2016   12:21:51;37,7 dB(A);38,3 dB(A);
;18.01.2016   12:21:52;37,6 dB(A);38,0 dB(A);
;18.01.2016   12:21:53;37,6 dB(A);38,4 dB(A);
;18.01.2016   12:21:54;38,3 dB(A);38,9 dB(A);
;18.01.2016   12:21:55;37,0 dB(A);37,8 dB(A);
;18.01.2016   12:21:56;37,7 dB(A);38,1 dB(A);
;18.01.2016   12:21:57;37,3 dB(A);38,1 dB(A);
;18.01.2016   12:21:58;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:21:59;36,4 dB(A);36,9 dB(A);
;18.01.2016   12:22:01;37,4 dB(A);38,0 dB(A);
;18.01.2016   12:22:02;37,3 dB(A);37,7 dB(A);
;18.01.2016   12:22:03;38,3 dB(A);39,3 dB(A);
;18.01.2016   12:22:04;37,4 dB(A);38,1 dB(A);
;18.01.2016   12:22:05;37,6 dB(A);38,1 dB(A);
;18.01.2016   12:22:06;38,3 dB(A);38,9 dB(A);
;18.01.2016   12:22:07;38,2 dB(A);39,5 dB(A);
;18.01.2016   12:22:08;38,2 dB(A);38,7 dB(A);
;18.01.2016   12:22:09;38,7 dB(A);39,1 dB(A);
;18.01.2016   12:22:10;37,4 dB(A);38,0 dB(A);
;18.01.2016   12:22:11;37,6 dB(A);38,1 dB(A);
;18.01.2016   12:22:12;37,9 dB(A);38,4 dB(A);
;18.01.2016   12:22:13;37,8 dB(A);38,5 dB(A);
;18.01.2016   12:22:14;38,2 dB(A);38,6 dB(A);
;18.01.2016   12:22:15;38,2 dB(A);38,7 dB(A);
;18.01.2016   12:22:16;39,2 dB(A);40,1 dB(A);
;18.01.2016   12:22:17;39,0 dB(A);39,5 dB(A);
;18.01.2016   12:22:18;39,5 dB(A);40,4 dB(A);
;18.01.2016   12:22:19;41,1 dB(A);41,7 dB(A);
;18.01.2016   12:22:20;40,6 dB(A);41,0 dB(A);
;18.01.2016   12:22:21;41,2 dB(A);42,6 dB(A);
;18.01.2016   12:22:22;43,9 dB(A);45,6 dB(A);
;18.01.2016   12:22:23;46,2 dB(A);46,6 dB(A);
;18.01.2016   12:22:24;47,8 dB(A);49,8 dB(A);
;18.01.2016   12:22:25;52,0 dB(A);54,5 dB(A);
;18.01.2016   12:22:26;58,0 dB(A);59,5 dB(A);
;18.01.2016   12:22:27;62,1 dB(A);65,2 dB(A);
;18.01.2016   12:22:28;69,5 dB(A);72,3 dB(A);
;18.01.2016   12:22:29;80,1 dB(A);84,6 dB(A);
;18.01.2016   12:22:30;84,9 dB(A);86,1 dB(A);
;18.01.2016   12:22:31;82,9 dB(A);83,5 dB(A);
;18.01.2016   12:22:32;81,3 dB(A);81,8 dB(A);
;18.01.2016   12:22:33;81,6 dB(A);82,9 dB(A);
;18.01.2016   12:22:34;82,7 dB(A);83,4 dB(A);
;18.01.2016   12:22:35;84,5 dB(A);85,6 dB(A);
;18.01.2016   12:22:36;77,9 dB(A);82,9 dB(A);
;18.01.2016   12:22:37;67,3 dB(A);70,0 dB(A);
;18.01.2016   12:22:38;62,3 dB(A);64,4 dB(A);
;18.01.2016   12:22:39;58,9 dB(A);60,0 dB(A);
;18.01.2016   12:22:40;56,3 dB(A);57,2 dB(A);
;18.01.2016   12:22:41;53,2 dB(A);54,7 dB(A);
;18.01.2016   12:22:42;48,6 dB(A);49,9 dB(A);
;18.01.2016   12:22:43;45,4 dB(A);46,9 dB(A);
;18.01.2016   12:22:44;42,5 dB(A);43,3 dB(A);
;18.01.2016   12:22:45;41,7 dB(A);42,2 dB(A);
;18.01.2016   12:22:46;41,0 dB(A);41,4 dB(A);
;18.01.2016   12:22:47;39,5 dB(A);40,7 dB(A);
;18.01.2016   12:22:48;39,1 dB(A);39,7 dB(A);
;18.01.2016   12:22:49;37,9 dB(A);38,3 dB(A);
;18.01.2016   12:22:50;37,7 dB(A);38,6 dB(A);
;18.01.2016   12:22:51;36,6 dB(A);36,8 dB(A);
;18.01.2016   12:22:52;37,0 dB(A);37,7 dB(A);
;18.01.2016   12:22:53;36,9 dB(A);38,1 dB(A);
;18.01.2016   12:22:54;37,3 dB(A);38,1 dB(A);
;18.01.2016   12:22:55;36,2 dB(A);36,7 dB(A);
;18.01.2016   12:22:56;36,8 dB(A);37,5 dB(A);
;18.01.2016   12:22:57;36,9 dB(A);37,9 dB(A);
;18.01.2016   12:22:58;36,1 dB(A);37,8 dB(A);
;18.01.2016   12:22:59;36,8 dB(A);37,9 dB(A);
;18.01.2016   12:23:01;36,8 dB(A);37,4 dB(A);
;18.01.2016   12:23:02;37,1 dB(A);37,6 dB(A);
;18.01.2016   12:23:03;37,2 dB(A);38,3 dB(A);
;18.01.2016   12:23:04;37,8 dB(A);38,4 dB(A);
;18.01.2016   12:23:05;37,8 dB(A);38,7 dB(A);
;18.01.2016   12:23:06;37,8 dB(A);39,0 dB(A);
;18.01.2016   12:23:07;38,2 dB(A);39,2 dB(A);
;18.01.2016   12:23:08;38,1 dB(A);39,6 dB(A);
;18.01.2016   12:23:09;36,5 dB(A);37,5 dB(A);
;18.01.2016   12:23:10;37,6 dB(A);38,5 dB(A);
;18.01.2016   12:23:11;37,6 dB(A);38,1 dB(A);
;18.01.2016   12:23:12;37,9 dB(A);38,8 dB(A);
;18.01.2016   12:23:13;38,3 dB(A);39,1 dB(A);
;18.01.2016   12:23:14;37,1 dB(A);37,9 dB(A);
;18.01.2016   12:23:15;36,5 dB(A);36,9 dB(A);
;18.01.2016   12:23:16;36,7 dB(A);37,0 dB(A);
;18.01.2016   12:23:17;36,9 dB(A);37,4 dB(A);
;18.01.2016   12:23:18;36,2 dB(A);36,5 dB(A);
;18.01.2016   12:23:19;36,8 dB(A);37,4 dB(A);
;18.01.2016   12:23:20;37,1 dB(A);37,9 dB(A);
;18.01.2016   12:23:21;36,9 dB(A);37,4 dB(A);
;18.01.2016   12:23:22;36,7 dB(A);37,2 dB(A);
;18.01.2016   12:23:23;37,0 dB(A);37,9 dB(A);
;18.01.2016   12:23:24;37,0 dB(A);37,7 dB(A);
;18.01.2016   12:23:25;37,9 dB(A);38,9 dB(A);
;18.01.2016   12:23:26;37,2 dB(A);37,6 dB(A);
;18.01.2016   12:23:27;38,2 dB(A);39,2 dB(A);
;18.01.2016   12:23:28;40,4 dB(A);41,5 dB(A);
;18.01.2016   12:23:29;38,0 dB(A);40,8 dB(A);
;18.01.2016   12:23:30;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:23:31;36,7 dB(A);37,3 dB(A);
;18.01.2016   12:23:32;37,0 dB(A);37,3 dB(A);
;18.01.2016   12:23:33;36,3 dB(A);37,1 dB(A);
;18.01.2016   12:23:34;36,7 dB(A);37,5 dB(A);
;18.01.2016   12:23:35;38,6 dB(A);40,5 dB(A);
;18.01.2016   12:23:36;38,6 dB(A);40,5 dB(A);
;18.01.2016   12:23:37;37,0 dB(A);38,3 dB(A);
;18.01.2016   12:23:38;39,1 dB(A);41,0 dB(A);
;18.01.2016   12:23:39;37,7 dB(A);40,6 dB(A);
;18.01.2016   12:23:40;36,6 dB(A);37,6 dB(A);
;18.01.2016   12:23:41;36,8 dB(A);37,2 dB(A);
;18.01.2016   12:23:42;38,9 dB(A);41,1 dB(A);
;18.01.2016   12:23:43;38,7 dB(A);42,1 dB(A);
;18.01.2016   12:23:44;37,2 dB(A);37,7 dB(A);
;18.01.2016   12:23:45;36,9 dB(A);37,3 dB(A);
;18.01.2016   12:23:46;38,6 dB(A);40,0 dB(A);
;18.01.2016   12:23:47;41,7 dB(A);42,8 dB(A);
;18.01.2016   12:23:48;45,3 dB(A);46,8 dB(A);
;18.01.2016   12:23:49;39,0 dB(A);42,6 dB(A);
;18.01.2016   12:23:50;37,2 dB(A);37,8 dB(A);
;18.01.2016   12:23:51;37,0 dB(A);37,8 dB(A);
;18.01.2016   12:23:52;37,0 dB(A);38,6 dB(A);
;18.01.2016   12:23:53;37,6 dB(A);38,7 dB(A);
;18.01.2016   12:23:54;37,4 dB(A);38,2 dB(A);
;18.01.2016   12:23:55;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:23:56;37,3 dB(A);37,9 dB(A);
;18.01.2016   12:23:57;37,2 dB(A);37,5 dB(A);
;18.01.2016   12:23:58;37,7 dB(A);38,1 dB(A);
;18.01.2016   12:23:59;37,2 dB(A);38,0 dB(A);
;18.01.2016   12:24:01;38,6 dB(A);39,8 dB(A);
;18.01.2016   12:24:02;40,2 dB(A);41,4 dB(A);
;18.01.2016   12:24:03;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:24:04;37,0 dB(A);37,8 dB(A);
;18.01.2016   12:24:05;36,2 dB(A);36,5 dB(A);
;18.01.2016   12:24:06;37,8 dB(A);38,5 dB(A);
;18.01.2016   12:24:07;38,2 dB(A);39,0 dB(A);
;18.01.2016   12:24:08;37,5 dB(A);37,8 dB(A);
;18.01.2016   12:24:09;37,0 dB(A);37,6 dB(A);
;18.01.2016   12:24:10;37,0 dB(A);38,0 dB(A);
;18.01.2016   12:24:11;38,4 dB(A);39,2 dB(A);
;18.01.2016   12:24:12;37,7 dB(A);38,1 dB(A);
;18.01.2016   12:24:13;36,4 dB(A);37,3 dB(A);
;18.01.2016   12:24:14;36,2 dB(A);36,7 dB(A);
;18.01.2016   12:24:15;37,1 dB(A);39,9 dB(A);
;18.01.2016   12:24:16;37,6 dB(A);38,2 dB(A);
;18.01.2016   12:24:17;37,4 dB(A);38,0 dB(A);
;18.01.2016   12:24:18;37,1 dB(A);37,9 dB(A);
;18.01.2016   12:24:19;37,8 dB(A);40,0 dB(A);
;18.01.2016   12:24:20;38,2 dB(A);39,9 dB(A);
;18.01.2016   12:24:21;36,9 dB(A);37,3 dB(A);
;18.01.2016   12:24:22;37,1 dB(A);38,1 dB(A);
;18.01.2016   12:24:23;37,6 dB(A);38,8 dB(A);
;18.01.2016   12:24:24;37,0 dB(A);37,6 dB(A);
;18.01.2016   12:24:25;37,0 dB(A);38,9 dB(A);
;18.01.2016   12:24:26;37,8 dB(A);38,5 dB(A);
;18.01.2016   12:24:27;37,4 dB(A);38,0 dB(A);
;18.01.2016   12:24:28;36,2 dB(A);36,9 dB(A);
;18.01.2016   12:24:29;37,0 dB(A);38,5 dB(A);
;18.01.2016   12:24:30;38,1 dB(A);38,8 dB(A);
;18.01.2016   12:24:31;38,2 dB(A);40,1 dB(A);
;18.01.2016   12:24:32;38,0 dB(A);39,4 dB(A);
;18.01.2016   12:24:33;37,6 dB(A);39,2 dB(A);
;18.01.2016   12:24:34;36,6 dB(A);38,1 dB(A);
;18.01.2016   12:24:35;35,8 dB(A);36,4 dB(A);
;18.01.2016   12:24:36;37,4 dB(A);38,6 dB(A);
;18.01.2016   12:24:37;38,3 dB(A);39,9 dB(A);
;18.01.2016   12:24:38;37,3 dB(A);39,9 dB(A);
;18.01.2016   12:24:39;36,9 dB(A);37,7 dB(A);
;18.01.2016   12:24:40;36,7 dB(A);37,9 dB(A);
;18.01.2016   12:24:41;37,2 dB(A);38,3 dB(A);
;18.01.2016   12:24:42;37,0 dB(A);37,7 dB(A);
;18.01.2016   12:24:43;37,1 dB(A);37,7 dB(A);
;18.01.2016   12:24:44;36,2 dB(A);36,7 dB(A);
;18.01.2016   12:24:45;36,6 dB(A);37,7 dB(A);
;18.01.2016   12:24:46;36,3 dB(A);37,0 dB(A);
;18.01.2016   12:24:47;37,2 dB(A);38,0 dB(A);
;18.01.2016   12:24:48;38,1 dB(A);40,0 dB(A);
;18.01.2016   12:24:49;36,4 dB(A);36,7 dB(A);
;18.01.2016   12:24:50;36,4 dB(A);36,6 dB(A);
;18.01.2016   12:24:51;37,4 dB(A);38,7 dB(A);
;18.01.2016   12:24:52;38,1 dB(A);39,9 dB(A);
;18.01.2016   12:24:53;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:24:54;36,2 dB(A);37,1 dB(A);
;18.01.2016   12:24:55;36,7 dB(A);37,2 dB(A);
;18.01.2016   12:24:56;37,5 dB(A);38,9 dB(A);
;18.01.2016   12:24:57;44,0 dB(A);46,2 dB(A);
;18.01.2016   12:24:58;38,7 dB(A);41,0 dB(A);
;18.01.2016   12:24:59;36,4 dB(A);36,8 dB(A);
;18.01.2016   12:25:01;36,5 dB(A);36,8 dB(A);
;18.01.2016   12:25:02;36,8 dB(A);37,4 dB(A);
;18.01.2016   12:25:03;36,9 dB(A);37,4 dB(A);
;18.01.2016   12:25:04;36,7 dB(A);37,3 dB(A);
;18.01.2016   12:25:05;37,1 dB(A);39,6 dB(A);
;18.01.2016   12:25:06;36,0 dB(A);36,6 dB(A);
;18.01.2016   12:25:07;37,0 dB(A);37,6 dB(A);
;18.01.2016   12:25:08;36,6 dB(A);37,2 dB(A);
;18.01.2016   12:25:09;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:25:10;37,2 dB(A);37,8 dB(A);
;18.01.2016   12:25:11;37,4 dB(A);38,1 dB(A);
;18.01.2016   12:25:12;36,3 dB(A);37,0 dB(A);
;18.01.2016   12:25:13;36,8 dB(A);39,1 dB(A);
;18.01.2016   12:25:14;37,8 dB(A);40,6 dB(A);
;18.01.2016   12:25:15;36,3 dB(A);36,9 dB(A);
;18.01.2016   12:25:16;37,1 dB(A);38,1 dB(A);
;18.01.2016   12:25:17;38,2 dB(A);40,1 dB(A);
;18.01.2016   12:25:18;36,8 dB(A);37,3 dB(A);
;18.01.2016   12:25:19;38,2 dB(A);39,4 dB(A);
;18.01.2016   12:25:20;36,6 dB(A);37,1 dB(A);
;18.01.2016   12:25:21;37,1 dB(A);38,3 dB(A);
;18.01.2016   12:25:22;36,1 dB(A);36,5 dB(A);
;18.01.2016   12:25:23;36,2 dB(A);36,7 dB(A);
;18.01.2016   12:25:24;36,5 dB(A);36,8 dB(A);
;18.01.2016   12:25:25;36,9 dB(A);37,7 dB(A);
;18.01.2016   12:25:26;35,9 dB(A);36,2 dB(A);
;18.01.2016   12:25:27;36,5 dB(A);37,6 dB(A);
;18.01.2016   12:25:28;35,8 dB(A);36,5 dB(A);
;18.01.2016   12:25:29;36,1 dB(A);36,5 dB(A);
;18.01.2016   12:25:30;36,2 dB(A);36,8 dB(A);
;18.01.2016   12:25:31;36,6 dB(A);36,9 dB(A);
;18.01.2016   12:25:32;36,8 dB(A);37,7 dB(A);
;18.01.2016   12:25:33;36,4 dB(A);37,0 dB(A);
;18.01.2016   12:25:34;36,8 dB(A);37,3 dB(A);
;18.01.2016   12:25:35;37,0 dB(A);37,7 dB(A);
;18.01.2016   12:25:36;37,5 dB(A);38,0 dB(A);
;18.01.2016   12:25:37;37,5 dB(A);38,1 dB(A);
;18.01.2016   12:25:38;37,1 dB(A);37,8 dB(A);
;18.01.2016   12:25:39;36,7 dB(A);37,4 dB(A);
;18.01.2016   12:25:40;36,8 dB(A);37,5 dB(A);
;18.01.2016   12:25:41;37,1 dB(A);38,5 dB(A);
;18.01.2016   12:25:42;37,4 dB(A);37,9 dB(A);
;18.01.2016   12:25:43;37,8 dB(A);38,4 dB(A);
;18.01.2016   12:25:44;37,0 dB(A);37,5 dB(A);
;18.01.2016   12:25:45;38,2 dB(A);39,1 dB(A);
;18.01.2016   12:25:46;37,8 dB(A);38,8 dB(A);
;18.01.2016   12:25:47;37,7 dB(A);38,2 dB(A);
;18.01.2016   12:25:48;37,3 dB(A);37,8 dB(A);
;18.01.2016   12:25:49;38,2 dB(A);38,7 dB(A);
;18.01.2016   12:25:50;38,5 dB(A);38,9 dB(A);
;18.01.2016   12:25:51;38,6 dB(A);39,5 dB(A);
;18.01.2016   12:25:52;37,9 dB(A);38,4 dB(A);
;18.01.2016   12:25:53;38,4 dB(A);38,9 dB(A);
;18.01.2016   12:25:54;39,3 dB(A);40,2 dB(A);
;18.01.2016   12:25:55;40,0 dB(A);40,4 dB(A);
;18.01.2016   12:25:56;40,4 dB(A);41,1 dB(A);
;18.01.2016   12:25:57;41,3 dB(A);41,6 dB(A);
;18.01.2016   12:25:58;41,5 dB(A);42,0 dB(A);
;18.01.2016   12:25:59;42,2 dB(A);43,2 dB(A);
;18.01.2016   12:26:01;47,0 dB(A);49,1 dB(A);
;18.01.2016   12:26:02;53,3 dB(A);55,7 dB(A);
;18.01.2016   12:26:03;59,0 dB(A);60,8 dB(A);
;18.01.2016   12:26:04;64,6 dB(A);68,0 dB(A);
;18.01.2016   12:26:05;76,7 dB(A);81,0 dB(A);
;18.01.2016   12:26:06;87,2 dB(A);88,6 dB(A);
;18.01.2016   12:26:07;84,8 dB(A);86,6 dB(A);
;18.01.2016   12:26:08;83,4 dB(A);84,1 dB(A);
;18.01.2016   12:26:09;82,5 dB(A);83,0 dB(A);
;18.01.2016   12:26:10;82,4 dB(A);82,9 dB(A);
;18.01.2016   12:26:11;82,3 dB(A);83,2 dB(A);
;18.01.2016   12:26:12;77,0 dB(A);80,7 dB(A);
;18.01.2016   12:26:13;66,1 dB(A);68,7 dB(A);
;18.01.2016   12:26:14;60,3 dB(A);62,2 dB(A);
;18.01.2016   12:26:15;57,2 dB(A);58,1 dB(A);
;18.01.2016   12:26:16;55,8 dB(A);56,7 dB(A);
;18.01.2016   12:26:17;51,5 dB(A);53,3 dB(A);
;18.01.2016   12:26:18;47,8 dB(A);49,7 dB(A);
;18.01.2016   12:26:19;45,5 dB(A);46,1 dB(A);
;18.01.2016   12:26:20;43,4 dB(A);43,8 dB(A);
;18.01.2016   12:26:21;41,4 dB(A);42,8 dB(A);
;18.01.2016   12:26:22;40,4 dB(A);40,9 dB(A);
;18.01.2016   12:26:23;40,3 dB(A);41,2 dB(A);
;18.01.2016   12:26:24;39,3 dB(A);39,7 dB(A);
;18.01.2016   12:26:25;39,0 dB(A);39,9 dB(A);
;18.01.2016   12:26:26;37,9 dB(A);38,7 dB(A);
;18.01.2016   12:26:27;38,3 dB(A);38,8 dB(A);
;18.01.2016   12:26:28;38,7 dB(A);39,1 dB(A);
;18.01.2016   12:26:29;38,1 dB(A);38,8 dB(A);
;18.01.2016   12:26:30;38,6 dB(A);39,0 dB(A);
;18.01.2016   12:26:31;39,5 dB(A);40,1 dB(A);
;18.01.2016   12:26:32;38,6 dB(A);39,3 dB(A);
;18.01.2016   12:26:33;37,9 dB(A);38,4 dB(A);
;18.01.2016   12:26:34;37,4 dB(A);38,0 dB(A);
;18.01.2016   12:26:35;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:26:36;35,7 dB(A);36,3 dB(A);
;18.01.2016   12:26:37;35,7 dB(A);36,5 dB(A);
;18.01.2016   12:26:38;37,3 dB(A);38,2 dB(A);
;18.01.2016   12:26:39;36,5 dB(A);37,0 dB(A);
;18.01.2016   12:26:40;37,0 dB(A);37,4 dB(A);
;18.01.2016   12:26:41;36,7 dB(A);37,5 dB(A);
;18.01.2016   12:26:42;37,4 dB(A);38,3 dB(A);
;18.01.2016   12:26:43;36,5 dB(A);36,9 dB(A);
;18.01.2016   12:26:44;36,2 dB(A);36,8 dB(A);
;18.01.2016   12:26:45;36,0 dB(A);36,4 dB(A);
;18.01.2016   12:26:46;36,5 dB(A);37,2 dB(A);
;18.01.2016   12:26:47;36,4 dB(A);37,4 dB(A);
;18.01.2016   12:26:48;35,8 dB(A);36,4 dB(A);
;18.01.2016   12:26:49;35,7 dB(A);36,2 dB(A);
;18.01.2016   12:26:50;36,1 dB(A);36,6 dB(A);
;18.01.2016   12:26:51;36,4 dB(A);36,8 dB(A);
;18.01.2016   12:26:52;37,3 dB(A);38,0 dB(A);
;18.01.2016   12:26:53;37,1 dB(A);37,5 dB(A);
;18.01.2016   12:26:54;36,6 dB(A);36,9 dB(A);
;18.01.2016   12:26:55;36,8 dB(A);37,4 dB(A);
;18.01.2016   12:26:56;36,6 dB(A);37,3 dB(A);
;18.01.2016   12:26:57;36,0 dB(A);36,5 dB(A);
;18.01.2016   12:26:58;36,6 dB(A);37,4 dB(A);
;18.01.2016   12:26:59;36,6 dB(A);37,5 dB(A);
;18.01.2016   12:27:01;37,0 dB(A);38,0 dB(A);
;18.01.2016   12:27:02;36,3 dB(A);37,3 dB(A);
;18.01.2016   12:27:03;36,0 dB(A);36,6 dB(A);
;18.01.2016   12:27:04;36,4 dB(A);36,8 dB(A);
;18.01.2016   12:27:05;35,9 dB(A);37,0 dB(A);
;18.01.2016   12:27:06;36,3 dB(A);36,5 dB(A);
;18.01.2016   12:27:07;36,5 dB(A);36,8 dB(A);
;18.01.2016   12:27:08;36,2 dB(A);36,5 dB(A);
;18.01.2016   12:27:09;36,5 dB(A);37,1 dB(A);
;18.01.2016   12:27:10;36,3 dB(A);36,7 dB(A);
;18.01.2016   12:27:11;35,9 dB(A);36,5 dB(A);
;18.01.2016   12:27:12;35,3 dB(A);35,7 dB(A);
;18.01.2016   12:27:13;35,7 dB(A);36,1 dB(A);
;18.01.2016   12:27:14;35,4 dB(A);36,0 dB(A);
;18.01.2016   12:27:15;35,6 dB(A);36,3 dB(A);
;18.01.2016   12:27:16;35,9 dB(A);36,4 dB(A);
